Y1,YY1,INCOME,DEBT,LIQ,ASSET,NETWORTH,CCBAL,CONSPAY,FOODHOME,FOODAWAY,AGE,EDUC,FAMSTRUCT,HOUSECL,FINLIT,DEBT2INC,EXPENSHILO,WGT
037081,3708,223458.82,50722.48,2765.24,13503.61,-37218.87,406.88,324.2,6756.61,6990.3,65,15,3,1,1,0.227,3,41779.7
037091,3709,96921.84,7283.5,109.33,327236.54,319953.04,2343.91,88.1,5421.01,2695.29,20,11,3,2,3,0.0751,2,29518.29
037101,3710,68562.59,22213.28,6293.78,9242.51,-12970.77,6860.9,398.15,9214.7,6193.73,53,14,3,1,2,0.324,3,19771.1
037111,3711,18172.8,6064.17,52141.28,203069.04,197004.87,0.0,162.83,7824.25,3822.68,73,13,2,1,1,0.3337,3,48661.48
037121,3712,20247.08,14376.85,439.43,34628.47,20251.62,12114.25,161.73,6681.79,2901.21,72,12,1,1,3,0.7101,2,36891.7
037131,3713,85212.92,33067.14,6435.08,82564.01,49496.87,9610.48,808.76,4488.9,2014.96,73,15,1,2,1,0.3881,2,17911.96
037141,3714,9707.6,1565.18,28963.08,648760.64,647195.46,4615.68,30.66,3297.48,4493.0,57,13,2,1,0,0.1612,3,12156.34
037151,3715,164616.48,14046.79,35033.13,84212.32,70165.53,5042.8,307.75,6004.77,1164.02,33,16,3,1,2,0.0853,3,44283.19
037161,3716,57392.08,1819.08,49199.67,202182.65,200363.58,0.0,48.29,6292.21,1315.11,52,14,3,1,0,0.0317,3,30797.64
037171,3717,1225407.1,1111500.64,170.23,65542.3,-1045958.33,1545.21,6291.53,2526.46,4709.98,52,11,3,1,1,0.907,2,4720.17
037181,3718,528144.2,148569.75,12196.15,63010.59,-85559.17,0.0,2710.41,6947.1,7194.73,42,13,5,1,3,0.2813,1,23107.12
037191,3719,56201.34,3201.13,327.01,42529.6,39328.47,0.0,75.8,6098.71,662.59,48,12,3,1,2,0.057,3,23853.14
037201,3720,60131.96,102745.94,814.85,172186.1,69440.15,305.68,2785.96,1200.0,2035.2,75,11,1,2,0,1.7087,1,39445.82
037211,3721,162108.86,137602.42,21547.61,41529.81,-96072.61,0.0,1144.49,4288.26,4085.97,52,16,1,2,2,0.8488,3,14203.58
037221,3722,306463.93,325904.02,6532.11,17491.64,-308412.37,3717.75,4411.53,4420.96,2394.85,63,13,1,2,2,1.0634,3,24518.25
037231,3723,15150.27,5382.55,18167.78,85118.52,79735.98,1448.57,37.48,3559.74,0.0,51,15,5,1,1,0.3553,3,6742.94
037241,3724,13256.75,3163.17,922.96,80874.51,77711.34,666.97,81.84,6774.99,1790.21,58,16,3,1,1,0.2386,3,8814.21
037251,3725,37803.94,2492.62,69736.95,73617.62,71124.99,5042.58,65.89,9576.48,4479.26,26,14,4,1,3,0.0659,3,40316.53
037261,3726,111799.66,97482.74,16966.58,75906.21,-21576.53,2012.24,1665.94,6927.14,2939.82,81,12,1,1,0,0.8719,1,27613.73
037271,3727,103485.44,128965.7,24360.95,33867.01,-95098.7,2515.5,711.88,7264.46,4233.99,48,16,4,2,3,1.2462,3,21143.0
037281,3728,173302.57,64153.93,703.24,154020.5,89866.57,501.53,484.68,4448.25,771.71,66,13,4,2,0,0.3702,2,15513.77
037291,3729,22477.55,28609.48,40478.34,44480.03,15870.55,642.38,589.61,7019.36,4172.06,61,14,4,2,3,1.2728,1,48290.63
037301,3730,8229.42,852.25,2781.95,1077548.19,1076695.94,403.53,25.2,5633.3,0.0,70,17,2,2,1,0.1036,2,25004.78
037311,3731,143230.83,98773.24,1635.65,37687.1,-61086.15,0.0,2565.3,6001.58,5062.75,21,14,4,1,2,0.6896,2,29484.83
037321,3732,31401.89,8599.04,15151.19,31510.58,22911.54,0.0,214.53,4792.75,6235.63,82,12,5,2,1,0.2738,2,49265.41
037331,3733,10757.53,3989.54,14041.62,53206.72,49217.18,3953.5,61.64,2843.56,713.63,72,15,5,1,0,0.3709,2,38386.14
037341,3734,75399.61,2919.78,1070.33,138987.19,136067.41,908.31,86.51,7839.18,2356.16,72,11,1,2,3,0.0387,1,20753.66
037351,3735,135111.83,53216.59,199056.07,426738.05,373521.46,5722.53,1363.64,6322.67,535.17,50,17,3,1,2,0.3939,2,29154.46
037361,3736,59287.19,43756.97,128776.17,168453.41,124696.44,335.01,585.96,5541.76,3683.61,69,17,1,2,1,0.7381,3,21576.93
037371,3737,43823.98,6701.61,14604.18,21522.75,14821.15,0.0,158.91,9651.04,3805.77,55,14,5,2,3,0.1529,3,29025.39
037381,3738,57329.69,27563.75,10665.04,20381.28,-7182.47,0.0,435.87,4007.3,824.04,52,12,5,1,0,0.4808,1,33401.28
037391,3739,47404.65,8670.66,8898.3,100901.76,92231.11,840.81,186.52,7280.45,2342.1,69,14,2,1,2,0.1829,3,48841.1
037401,3740,19668.18,800.21,301.87,263586.43,262786.22,3694.19,23.41,10106.11,5653.21,58,13,5,2,1,0.0407,3,37387.67
037411,3741,34779.64,3515.14,6021.27,326064.98,322549.85,27.36,39.23,6837.7,4612.76,25,12,4,2,3,0.1011,1,35764.53
037421,3742,105783.72,8581.71,5879.19,82923.72,74342.02,294.83,213.47,3679.82,3891.15,41,12,3,2,2,0.0811,3,7546.3
037431,3743,88389.7,22387.1,1742.68,257235.44,234848.34,2819.36,442.35,7956.79,5695.24,58,12,3,2,3,0.2533,2,18008.03
037441,3744,76976.37,21503.99,2816.28,1057259.91,1035755.92,604.2,618.22,4909.07,7110.92,78,14,2,2,1,0.2794,3,16193.67
037451,3745,27020.91,19711.8,67.6,357078.5,337366.69,85.86,164.82,4771.2,3776.19,81,15,5,2,2,0.7295,3,7728.3
037461,3746,56198.6,28446.94,681.92,239404.37,210957.43,1887.4,654.07,4194.9,4114.35,73,17,1,1,2,0.5062,3,43976.3
037471,3747,9326.75,285.67,25829.88,43687.12,43401.45,0.0,1.69,9256.75,2934.33,38,12,4,1,1,0.0306,3,41221.96
037481,3748,77701.43,12588.5,110874.52,364580.03,351991.53,4862.36,140.54,5190.01,3840.99,50,12,2,1,2,0.162,1,40140.39
037491,3749,239419.36,7955.71,899.57,120492.46,112536.75,0.0,103.59,4159.99,2089.66,48,11,4,1,3,0.0332,2,11298.81
037501,3750,17558.28,6947.0,6830.33,165720.49,158773.49,2859.04,109.81,8493.6,128.34,48,17,1,1,3,0.3957,3,31186.27
037511,3751,39052.61,5693.85,35492.91,432480.15,426786.3,1040.32,165.88,2824.73,5097.57,22,13,2,1,2,0.1458,2,27785.84
037521,3752,88982.6,4816.41,1926.79,104449.21,99632.8,1857.61,32.22,6128.46,4894.93,32,17,5,2,2,0.0541,3,31789.47
037531,3753,204343.64,110226.29,16601.47,67939.17,-42287.13,3634.56,1016.79,4639.85,3640.25,31,16,3,1,1,0.5394,1,40001.58
037541,3754,44205.21,31120.81,4624.75,16655.27,-14465.55,215.48,313.58,7212.49,3752.77,58,9,2,1,3,0.704,1,7414.03
037551,3755,35488.88,10245.75,41886.7,80264.16,70018.4,0.0,159.83,5153.21,2107.39,47,12,4,2,2,0.2887,1,11982.06
037561,3756,11248.26,3300.18,488.62,82883.49,79583.3,0.0,21.51,3177.22,5905.71,42,12,2,1,1,0.2934,1,16219.46
037571,3757,72627.17,20684.88,673.01,91474.32,70789.45,1562.77,602.66,6287.69,1070.3,49,12,2,1,3,0.2848,3,25117.51
037581,3758,415762.07,127032.76,8128.82,94448.63,-32584.13,2939.83,2413.15,5081.8,6317.55,42,13,3,2,2,0.3055,2,30529.08
037591,3759,84933.39,34460.87,5844.0,258368.81,223907.94,0.0,872.97,7683.86,4668.06,67,14,5,1,2,0.4057,1,17344.03
037601,3760,64857.57,8087.28,4440.92,223708.27,215620.99,4502.37,196.62,6134.01,4084.12,32,16,4,1,3,0.1247,3,8157.34
037611,3761,88421.82,49645.88,13856.39,68406.09,18760.22,317.63,1068.41,10282.91,4202.34,23,12,1,2,2,0.5615,3,26841.97
037621,3762,65513.87,4611.95,920.42,17719.96,13108.01,0.0,127.34,4886.67,5526.93,60,12,4,1,2,0.0704,3,5794.76
037631,3763,31833.9,7029.94,417.81,106825.9,99795.95,0.0,193.74,8345.27,2376.37,36,14,2,1,0,0.2208,1,20091.48
037641,3764,138822.57,23189.8,1997.81,1742190.35,1719000.54,6646.27,190.02,5299.51,5071.71,59,12,1,2,1,0.167,1,5074.89
037651,3765,81079.49,2163.59,2443.28,99384.9,97221.31,1356.58,59.6,5757.84,2701.55,23,14,5,1,1,0.0267,3,13283.7
037661,3766,67228.46,9431.31,2949.1,41360.67,31929.36,2938.74,170.68,7512.43,4430.21,37,12,1,2,2,0.1403,3,8176.95
037671,3767,27506.31,8357.2,48256.33,182009.88,173652.68,5623.15,97.79,4116.55,352.14,31,12,2,1,1,0.3038,2,23978.74
037681,3768,213877.17,38757.64,19668.06,165995.83,127238.19,0.0,783.39,8377.26,2150.33,40,16,1,1,3,0.1812,3,14062.17
037691,3769,120358.79,2405.39,12833.73,156748.4,154343.02,0.0,28.92,7385.04,7008.78,42,15,5,2,3,0.02,3,5571.71
037701,3770,40230.12,24583.8,7329.04,476780.55,452196.74,0.0,417.31,7582.6,6163.6,51,12,4,1,3,0.6111,1,17012.98
037711,3771,163022.31,19931.31,2249.49,109095.03,89163.72,0.0,506.47,7871.53,6797.77,52,13,1,1,1,0.1223,2,44955.74
037721,3772,42284.94,920.15,1056.69,438244.59,437324.44,3676.36,5.34,7157.29,5781.43,59,12,2,2,2,0.0218,1,42592.69
037731,3773,32734.89,33074.38,569.7,85141.08,52066.7,0.0,316.76,7360.59,2231.7,42,10,2,2,3,1.0104,3,44492.91
037741,3774,33398.53,44165.24,1407.95,580228.28,536063.03,0.0,1277.02,8632.73,2480.76,53,14,1,1,2,1.3224,3,21405.19
037751,3775,13440.64,10012.22,4549.35,370444.76,360432.54,0.0,161.47,6011.3,5478.51,88,13,5,1,1,0.7449,1,44304.67
037761,3776,101152.86,45979.33,614.63,239251.7,193272.36,3790.37,578.56,5642.62,5659.99,35,12,4,1,3,0.4546,3,47720.76
037771,3777,12733.22,862.81,6668.4,202258.93,201396.12,0.0,24.23,6967.81,6272.09,31,11,5,2,2,0.0678,1,48028.09
037781,3778,21903.47,12665.64,3463.42,1893820.91,1881155.27,0.0,351.86,6200.12,3886.47,73,15,1,1,1,0.5782,3,8838.45
037791,3779,10218.66,5625.48,2403.94,303422.25,297796.77,0.0,34.35,7871.01,3370.37,47,12,3,1,2,0.5505,2,41705.77
037801,3780,61238.86,5988.74,39765.67,56513.51,50524.76,2965.37,84.21,9730.48,5892.53,73,17,1,1,2,0.0978,2,18816.55
037811,3781,57798.12,91749.0,58.61,86640.92,-5108.08,1235.51,2552.51,4108.39,444.83,48,12,2,1,3,1.5874,1,24138.25
037821,3782,49314.5,4911.22,2463.37,42715.77,37804.55,1450.48,46.63,6196.42,3162.22,20,12,4,1,0,0.0996,3,33812.61
037831,3783,25891.76,27288.08,71.21,1324794.92,1297506.84,0.0,530.9,3873.4,2984.7,45,16,1,1,1,1.0539,2,38609.65
037841,3784,23040.06,16134.27,7550.83,398822.08,382687.82,0.0,210.06,5579.03,3008.13,57,14,2,1,3,0.7003,3,45290.79
037851,3785,100502.0,75623.09,19378.64,1281023.08,1205399.99,5731.81,1770.65,5702.74,6150.32,49,11,2,2,2,0.7525,1,48017.05
037861,3786,40315.98,23370.48,431.82,19580.87,-3789.61,0.0,209.32,5220.28,4737.7,49,14,3,1,3,0.5797,1,39189.37
037871,3787,87967.48,73409.23,543.75,313091.34,239682.11,2586.33,1460.94,7809.37,3747.13,89,12,1,2,2,0.8345,1,14291.2
037881,3788,29830.19,2755.54,231.15,7963.8,5208.25,412.04,13.78,6717.45,447.38,54,15,1,1,2,0.0924,2,26895.0
037891,3789,77882.49,45536.78,5511.3,11007.44,-34529.34,3485.71,515.21,4800.61,1231.68,63,10,3,2,2,0.5847,3,19247.24
037901,3790,213832.92,9568.2,2661.33,35671.33,26103.13,54.8,86.63,7813.11,5115.46,64,17,3,1,3,0.0447,3,43658.99
037911,3791,112145.14,47078.19,2976.26,581689.69,534611.5,0.0,482.35,5771.87,4008.7,18,14,4,2,2,0.4198,1,26278.71
037921,3792,45653.14,28585.72,2534.25,16042.79,-12542.93,1086.34,757.83,4935.77,5956.55,54,15,1,1,2,0.6262,2,43257.74
037931,3793,83406.3,12636.14,851.94,59235.07,46598.93,374.01,352.17,3963.22,2076.63,85,15,1,1,1,0.1515,3,48789.39
037941,3794,53284.53,28615.7,37698.41,393904.34,365288.64,539.14,683.22,3069.55,3585.88,66,12,5,1,0,0.537,1,16518.69
037951,3795,66642.13,29093.35,8024.17,221146.1,192052.75,9901.43,574.67,5070.12,3164.61,43,16,1,1,0,0.4366,3,4373.62
037961,3796,49362.68,38942.45,582.66,1663825.66,1624883.21,4459.41,419.47,6117.03,5270.26,44,12,2,2,1,0.7889,3,13073.15
037971,3797,57073.68,3406.59,1392.72,61570.47,58163.89,814.92,40.43,7855.32,7622.74,41,12,2,1,2,0.0597,2,33068.07
037981,3798,80088.22,41975.11,1022.78,31893.26,-10081.85,9928.56,535.07,1911.95,2374.88,59,14,1,1,3,0.5241,3,41027.37
037991,3799,27064.47,6166.96,61738.95,73333.36,67166.4,452.88,150.63,9727.9,0.0,27,17,2,1,2,0.2279,2,38175.09
038001,3800,26521.45,10142.14,17680.09,52155.45,42013.31,3967.45,114.83,4461.19,4474.56,40,12,5,1,2,0.3824,2,40739.35
038011,3801,18964.27,1065.85,3914.01,15350.93,14285.08,3207.8,31.27,5229.06,4328.52,51,17,1,1,1,0.0562,1,46457.08
038021,3802,15673.96,7650.68,106191.37,110236.76,102586.07,5169.11,190.59,5301.0,0.0,53,13,2,1,3,0.4881,1,13546.0
038031,3803,22124.6,9310.46,67082.5,1205430.76,1196120.3,1442.34,279.25,4737.15,1526.29,57,16,2,1,3,0.4208,2,5352.21
038041,3804,76383.06,27834.67,3244.51,67676.16,39841.49,1541.67,458.7,5390.8,2621.15,69,14,5,1,2,0.3644,1,18433.32
038051,3805,29628.48,31136.14,2347.21,2922657.13,2891521.0,2939.03,614.42,5523.41,5788.41,32,12,1,2,0,1.0509,1,43128.36
038061,3806,105056.44,271.71,2559.95,19561.63,19289.92,0.0,3.26,5695.72,1438.92,36,16,1,1,3,0.0026,3,37207.62
038071,3807,68271.14,53106.38,884.53,32354.44,-20751.95,126.69,1067.1,9170.52,2964.09,76,10,1,1,1,0.7779,1,4551.92
038081,3808,11252.51,255.21,111430.24,130142.73,129887.52,0.0,7.49,4530.28,0.0,72,15,2,1,3,0.0227,3,10269.4
038091,3809,119309.71,36898.04,803.08,23702.48,-13195.56,3072.85,212.51,9667.69,4474.45,71,16,3,1,2,0.3093,3,46696.21
038101,3810,137271.88,54472.31,23457.55,245451.55,190979.23,1653.45,666.32,7090.46,1015.39,35,16,3,1,3,0.3968,3,26320.48
038111,3811,27052.2,7935.45,17034.19,157046.54,149111.1,1082.18,95.48,2894.8,7846.75,23,15,3,2,2,0.2933,1,33084.78
038121,3812,96584.39,21723.64,2839.1,225435.18,203711.55,0.0,642.13,4337.51,1799.29,53,12,5,1,1,0.2249,2,7430.21
038131,3813,30612.13,16170.61,127782.03,576166.97,559996.36,4053.11,134.48,4099.06,5398.99,75,14,2,1,0,0.5282,3,30109.26
038141,3814,72251.14,8267.46,296.97,315519.01,307251.55,0.0,209.24,5955.37,4572.2,37,15,4,2,1,0.1144,3,42768.53
038151,3815,21204.13,14047.19,4258.0,17448.68,3401.48,5126.42,166.65,8639.24,1767.23,78,16,1,1,2,0.6625,3,45414.52
038161,3816,13176.68,2656.1,2038.01,29327.91,26671.81,4308.73,70.43,7628.2,5720.08,30,12,3,1,3,0.2016,1,24176.74
038171,3817,46885.54,41476.11,27696.68,99538.65,58062.54,4255.76,713.13,3965.4,0.0,41,14,5,2,1,0.8846,1,30583.02
038181,3818,59198.05,15613.3,9287.44,16067805.99,16052192.68,0.0,172.63,8430.01,3449.08,41,12,5,1,1,0.2637,1,37300.49
038191,3819,46262.56,6511.78,219.39,190946.75,184434.97,0.0,148.1,3913.94,4911.92,31,13,4,1,2,0.1408,2,21752.14
038201,3820,22796.73,3464.89,45755.3,116020.59,112555.71,4303.33,90.22,4215.97,3017.52,76,12,5,1,0,0.152,3,16734.1
038211,3821,46170.25,18691.63,11776.14,176152.2,157460.56,0.0,313.15,8097.78,1211.83,47,12,3,2,3,0.4048,2,7183.71
038221,3822,84319.23,23769.85,762.13,24991.69,1221.84,12070.78,543.13,8055.72,6659.45,34,16,5,1,0,0.2819,3,12185.03
038231,3823,63550.89,24320.76,2619.08,91374.36,67053.6,6240.47,232.01,7630.1,3244.98,31,14,5,1,3,0.3827,1,49185.91
038241,3824,77983.37,29246.48,473.53,251168.76,221922.28,2287.24,831.78,6040.11,2389.74,47,14,1,2,1,0.375,2,43944.67
038251,3825,36202.97,31140.12,3613.71,60939.54,29799.41,1302.44,230.79,5850.14,1289.52,19,16,2,1,2,0.8602,3,19282.33
038261,3826,189955.69,65348.03,6439.54,25687.69,-39660.35,0.0,689.34,3658.19,3691.34,29,12,2,1,2,0.344,2,42022.86
038271,3827,22958.51,8050.2,2690.91,55964.12,47913.92,3976.18,98.28,5975.22,3073.72,18,12,1,1,1,0.3506,1,38944.87
038281,3828,102621.66,107029.71,2184.55,39257.21,-67772.5,0.0,943.88,4653.16,2920.47,20,12,2,1,1,1.043,2,48473.33
038291,3829,191702.89,27495.03,269.63,8088.61,-19406.42,0.0,417.02,5643.35,6802.27,89,15,1,1,3,0.1434,3,4852.48
038301,3830,102009.1,28245.95,9018.51,34422.76,6176.81,4902.02,464.46,10589.93,6765.95,49,14,1,2,2,0.2769,1,30213.27
038311,3831,55145.38,2916.98,153.85,7565.3,4648.32,0.0,52.4,6646.89,4000.31,65,14,2,1,1,0.0529,2,35936.79
038321,3832,41131.63,1799.76,5197.55,14563.24,12763.47,124.28,10.83,3782.73,4874.98,65,15,1,2,1,0.0438,1,41982.88
038331,3833,168127.67,65485.44,192.77,11006.63,-54478.82,1126.97,686.13,8486.44,521.65,76,14,5,1,3,0.3895,3,40725.81
038341,3834,18385.59,7036.68,5382.5,255622.81,248586.12,0.0,177.28,8685.6,3682.55,27,16,4,1,2,0.3827,1,16002.71
038351,3835,27636.38,2045.25,4860.93,563773.09,561727.84,0.0,51.67,8868.99,4036.12,53,13,5,2,1,0.074,3,36067.26
038361,3836,46267.64,13285.07,10158.04,16136.28,2851.21,0.0,176.03,5046.75,3065.9,42,16,5,1,2,0.2871,3,41055.61
038371,3837,201569.27,108703.11,23204.8,663878.46,555175.35,0.0,1796.79,5777.33,2626.8,54,11,4,1,1,0.5393,2,27246.68
038381,3838,93133.65,93112.54,32391.75,43440.9,-49671.63,0.0,892.61,3476.73,1921.44,43,10,3,2,2,0.9998,3,26548.97
038391,3839,27688.12,1080.28,270.95,183835.22,182754.94,173.23,27.61,9118.62,3570.65,33,15,1,1,3,0.039,2,23735.13
038401,3840,50047.26,59468.0,4425.9,92667.86,33199.86,0.0,1719.64,6248.25,5790.01,61,13,1,2,2,1.1882,1,12766.77
038411,3841,38067.23,3271.07,183449.3,338852.34,335581.28,0.0,40.18,3259.28,6122.01,21,14,4,2,2,0.0859,3,42174.03
038421,3842,34933.09,2401.3,6089.86,16508.85,14107.55,0.0,58.95,9307.42,3499.96,78,15,2,1,3,0.0687,3,26605.79
038431,3843,159691.74,4331.29,1100.56,5050.53,719.24,3684.64,59.81,4642.9,5632.26,30,12,2,2,2,0.0271,2,9328.55
038441,3844,19253.17,10469.63,4257.93,22213.17,11743.54,4923.13,53.04,5210.82,1634.26,58,9,1,1,0,0.5438,1,45968.75
038451,3845,281504.23,69370.81,2463.66,116048.23,46677.42,2877.66,1386.94,3906.83,4627.36,66,13,1,2,1,0.2464,2,42706.43
038461,3846,139442.38,11050.06,591.33,1127914.23,1116864.17,2686.92,168.62,3586.08,3274.81,25,16,1,2,3,0.0792,2,22871.32
038471,3847,176623.48,76619.6,23491.35,36268.51,-40351.08,0.0,1835.87,6779.19,2136.11,78,14,4,1,3,0.4338,1,39744.14
038481,3848,43623.64,2982.05,14070.48,65694.58,62712.53,0.0,70.73,4606.9,7811.98,44,14,3,1,3,0.0684,3,10811.38
038491,3849,57817.88,25635.44,444.92,19910.07,-5725.37,0.0,734.48,2950.01,2553.97,89,12,2,2,2,0.4434,1,48678.13
038501,3850,18217.96,236.51,4155.16,62502.01,62265.5,3460.91,3.77,7981.91,2769.86,24,14,1,2,2,0.013,3,7004.6
038511,3851,41266.4,15407.6,1772.89,5079.97,-10327.63,329.1,262.9,7006.3,2580.61,64,14,1,2,3,0.3734,2,44441.28
038521,3852,103186.09,29740.45,275.1,566680.3,536939.85,0.0,446.41,9575.67,4191.82,32,12,2,1,3,0.2882,2,49901.17
038531,3853,212448.9,76075.25,385.03,62457.27,-13617.98,2113.73,945.12,5254.59,6197.1,46,12,1,1,2,0.3581,3,16625.34
038541,3854,24429.8,6466.64,503.34,237487.48,231020.84,2267.35,135.45,6080.1,1197.88,49,13,4,1,2,0.2647,1,41157.04
038551,3855,47621.74,13235.7,4424.12,46688.37,33452.68,2637.4,340.17,6423.14,4453.62,47,9,4,2,1,0.2779,3,45953.58
038561,3856,57747.23,8951.54,2155.3,81848.7,72897.16,0.0,80.07,6279.09,4195.64,43,12,1,1,2,0.155,2,47769.72
038571,3857,18840.98,11231.76,874.33,326436.51,315204.75,0.0,331.85,6502.3,279.06,67,15,4,2,2,0.5961,1,36874.45
038581,3858,112669.53,118281.93,2427.48,75380.82,-42901.11,0.0,2613.46,5358.2,6201.45,71,15,2,2,1,1.0498,1,32143.01
038591,3859,34489.45,33610.28,18874.42,95874.33,62264.05,1020.44,823.55,2395.41,4038.2,43,12,5,2,1,0.9745,1,7914.28
038601,3860,55500.58,42334.53,9339.92,27538.31,-14796.22,411.03,1268.82,6576.0,4945.82,51,14,4,1,3,0.7628,2,25053.02
038611,3861,44057.27,2237.09,29832.8,56692.03,54454.94,633.43,39.37,7150.19,0.0,47,16,3,2,2,0.0508,2,21531.92
038621,3862,32519.51,33516.42,3258.55,16363.91,-17152.51,0.0,227.32,5327.18,6428.7,56,16,3,1,3,1.0307,2,4031.58
038631,3863,65752.93,37710.29,87956.97,107747.79,70037.5,6107.35,933.6,10972.36,7619.7,31,15,1,1,2,0.5735,2,16420.09
038641,3864,54499.75,16792.84,9196.18,400345.11,383552.27,4343.98,449.53,5045.68,3199.37,70,11,5,2,2,0.3081,2,37934.74
038651,3865,47350.27,10534.37,2038.46,904529.43,893995.06,0.0,95.44,4749.08,2053.24,69,12,3,2,2,0.2225,3,17298.69
038661,3866,34350.94,26379.68,5809.87,15029.48,-11350.2,0.0,147.82,6887.55,0.0,56,12,3,1,2,0.7679,1,4576.92
038671,3867,88218.52,13711.74,519.81,108830.34,95118.6,2032.51,115.12,6470.04,905.46,66,15,3,2,3,0.1554,1,39207.28
038681,3868,293096.02,284178.31,2832.36,40010.01,-244168.3,1596.01,3722.5,2852.07,5173.52,88,12,1,1,0,0.9696,1,40993.8
038691,3869,75049.15,82673.3,10656.8,497380.97,414707.67,4488.42,2323.7,7593.43,3434.89,80,14,4,2,2,1.1016,3,4277.44
038701,3870,162187.18,24614.2,14779.63,88077.76,63463.55,1546.99,124.59,5087.29,465.68,57,16,5,2,1,0.1518,3,42291.44
038711,3871,18935.62,4488.66,2348.91,61555.4,57066.74,5987.79,112.64,8476.94,6550.67,52,16,1,1,2,0.237,3,40453.89
038721,3872,76266.21,16819.9,674011.71,693603.12,676783.21,302.24,443.56,6799.53,2161.76,53,16,2,1,3,0.2205,3,32185.67
038731,3873,24645.97,4417.52,3604.82,9621.73,5204.22,0.0,111.66,5529.92,541.34,50,11,1,1,0,0.1792,3,5091.64
038741,3874,17514.21,4629.68,239.58,187715.88,183086.2,8151.62,32.66,8549.82,3589.8,50,17,1,1,1,0.2643,3,47367.72
038751,3875,34015.3,90.53,43646.61,145314.61,145224.08,35.4,1.99,4902.34,4520.41,65,15,2,1,3,0.0027,3,7712.49
038761,3876,193437.43,79085.68,14659.28,120127.64,41041.96,1486.77,2281.43,3329.04,820.89,88,15,5,1,1,0.4088,3,36811.25
038771,3877,155595.39,59851.27,7457.98,31825.57,-28025.7,0.0,479.35,3274.21,2899.66,22,12,3,1,3,0.3847,1,38901.1
038781,3878,82347.57,62566.67,2128.44,50243.34,-12323.33,2276.97,362.39,6485.38,6577.03,36,17,3,2,2,0.7598,2,47513.27
038791,3879,16656.73,3080.54,9976.86,206121.28,203040.73,980.38,82.69,9640.76,790.46,35,8,5,1,1,0.1849,1,47535.29
038801,3880,55456.12,109088.19,90601.79,351835.03,242746.85,0.0,2304.3,5714.8,4201.63,72,10,4,2,2,1.9671,3,16105.01
038811,3881,86814.59,19387.93,7065.22,17287.17,-2100.76,8300.45,410.27,7519.81,2865.98,47,12,1,2,2,0.2233,2,13904.11
038821,3882,77496.08,26550.37,348.61,23503.88,-3046.49,5674.1,772.9,6622.83,4572.97,53,15,1,1,0,0.3426,2,22316.72
038831,3883,12589.09,10354.94,9.82,7453.9,-2901.04,1525.32,251.05,5173.99,1404.66,50,15,1,1,3,0.8225,1,46963.83
038841,3884,29694.41,15773.39,9820.3,90795.37,75021.98,13795.71,235.59,2684.78,3967.5,74,17,2,1,1,0.5312,1,37027.29
038851,3885,62463.02,9041.5,833.27,226430.71,217389.22,3984.49,143.72,6332.86,1593.01,51,12,4,2,1,0.1447,1,45863.34
038861,3886,107222.55,16360.54,4107.28,43523.27,27162.73,0.0,140.98,7608.86,0.0,61,12,4,1,2,0.1526,2,13228.8
038871,3887,9168.1,1157.03,1145.57,23298.28,22141.25,0.0,14.58,6910.34,678.96,20,15,1,1,3,0.1262,1,6196.5
038881,3888,57187.37,32567.14,1006.63,37215.06,4647.92,0.0,525.47,5320.7,3064.12,60,12,2,2,0,0.5695,2,4164.36
038891,3889,75263.0,74616.67,1239.55,1905244.27,1830627.6,0.0,860.12,4942.47,3967.74,37,14,1,2,3,0.9914,3,6349.11
038901,3890,142151.8,36903.13,1458.59,359316.81,322413.68,391.9,1029.48,4732.42,5921.43,75,8,1,1,3,0.2596,3,42531.33
038911,3891,123447.57,43805.36,19875.14,199117.79,155312.43,0.0,231.95,4682.4,4216.34,66,14,1,2,1,0.3548,3,43990.29
038921,3892,111782.93,21719.5,13801.86,110572.79,88853.28,13048.79,427.34,6090.04,6617.32,28,16,5,1,2,0.1943,3,46105.46
038931,3893,32210.69,7212.47,558.7,59299.39,52086.92,1184.65,175.19,5686.68,3097.79,27,12,2,1,3,0.2239,3,22200.69
038941,3894,11882.22,10237.28,714.0,16082.14,5844.85,1078.16,238.56,7011.56,4603.6,40,12,5,1,1,0.8616,3,24897.61
038951,3895,46455.61,6417.59,9724.65,21903.6,15486.02,0.0,135.37,4059.67,1537.04,29,11,4,1,1,0.1381,2,11953.59
038961,3896,162994.0,24663.12,32679.53,58222.93,33559.81,0.0,376.32,5947.37,4128.86,65,15,4,1,3,0.1513,2,23733.06
038971,3897,231911.03,21284.14,31788.33,46107.15,24823.01,0.0,595.15,5929.99,2753.27,88,14,4,1,2,0.0918,3,10345.35
038981,3898,125428.88,18078.55,808.16,24867.55,6789.0,0.0,239.06,4983.08,2534.6,60,16,1,2,1,0.1441,3,32036.47
038991,3899,97382.98,29.21,29166.05,80553.87,80524.66,0.0,0.69,6614.86,3641.8,38,17,4,1,1,0.0003,3,3763.13
039001,3900,93122.93,39453.47,200.88,57845.24,18391.77,0.0,1111.26,4214.97,663.93,55,17,1,1,3,0.4237,3,23129.65
039011,3901,40114.5,6088.6,3411.16,27021.22,20932.62,58.08,49.98,8385.2,4162.22,70,11,5,2,2,0.1518,3,49282.63
